scientific_name,latitude,longitude,locality_name,locality_type,presence_status,water_body,water_body_type,coordinate_precision,year_collected,collector,source_citation,is_sensitive,notes
Pachypanchax,-15.053100,48.207140,"GBIF record at -15.053, 48.207",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI ZCMV11501",false,[Genus-level ID only; species unresolved]
Pachypanchax,-14.872222,48.247778,"Bora Reserve, Bemahavony River/Stream (runs into Anjingo River)",collection_record,present,,stream,exact,1994,JS Sparks and K Riseng,GBIF: UMMZ 240415,false,[Genus-level ID only; species unresolved]
Pachypanchax,-14.844722,48.243889,"Anjingo River, sampled upstream and downstream of bridge",collection_record,present,,stream,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 240105,false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.985400,48.177570,"GBIF record at -13.985, 48.178",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0693",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.886040,49.930110,"GBIF record at -13.886, 49.930",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1120",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.843170,48.278550,"GBIF record at -13.843, 48.279",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0701",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.621620,49.998620,"GBIF record at -13.622, 49.999",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI FGZC4846",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.593970,48.520100,"GBIF record at -13.594, 48.520",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0725",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.568670,48.538850,"GBIF record at -13.569, 48.539",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0733",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.482230,48.728750,"GBIF record at -13.482, 48.729",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0742",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.474360,48.738440,"GBIF record at -13.474, 48.738",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0818",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.385140,48.237110,"GBIF record at -13.385, 48.237",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0809",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.321637,48.212488,"Lac Amparihibe, Nosy Be",collection_record,present,,lake,exact,,"JS Sparks, KJ Riseng",GBIF: UMMZ 238347,false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.276120,48.924400,"GBIF record at -13.276, 48.924",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0826",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.212778,49.176111,"Andranomaloto Riviere, trib. of Mananjeba Riviere",collection_record,present,,river,exact,1996,"JS Sparks, K Riseng",GBIF: UMMZ 238350,false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.207830,49.160270,"GBIF record at -13.208, 49.160",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0912",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.124650,49.316420,"GBIF record at -13.125, 49.316",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0919",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.120220,49.363830,"GBIF record at -13.120, 49.364",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0932",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.119550,49.354870,"GBIF record at -13.120, 49.355",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0923",false,[Genus-level ID only; species unresolved]
Pachypanchax,-13.007880,49.136670,"GBIF record at -13.008, 49.137",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0838",false,[Genus-level ID only; species unresolved]
Pachypanchax,-12.681430,49.266100,"GBIF record at -12.681, 49.266",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0853",false,[Genus-level ID only; species unresolved]
Pachypanchax,-12.680000,49.270000,Antsahalalina,collection_record,present,,,exact,,,GBIF:  RDR0853,false,[Genus-level ID only; species unresolved]
Pachypanchax arnoulti,-19.041636,46.684937,"GBIF record at -19.042, 46.685",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI FGZC 846",false,
Pachypanchax arnoulti,-18.709000,44.719000,Tsingy de Bemaraha National Park,collection_record,present,,,exact,,Ratsoavina,Vences et al. 2022 (FGZC846-850),false,Southwesternmost record
Pachypanchax arnoulti,-17.213180,46.885670,"GBIF record at -17.213, 46.886",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0269",false,
Pachypanchax arnoulti,-17.210000,46.890000,Tetezamby,collection_record,present,,,exact,,,GBIF:  RDR0267,false,
Pachypanchax arnoulti,-17.188610,46.860275,"Pandanus-Dracaena swamp draining into a tributary stream of the Ikopa River, flowing parallel to RN- 4 at Antanimbary Village, 246 m a.s.l. (Betsiboka River drainage)",collection_record,present,,stream,exact,1997,"P. V. Loiselle, R. Haeffner and J. Davidson",GBIF: AMNH AMNH 229576,false,
Pachypanchax arnoulti,-17.183300,46.850000,Swamp at Antanimbary village (type),type_locality,present,,wetland,exact,,Loiselle,Loiselle 2006,false,"246m, Ikopa trib."
Pachypanchax arnoulti,-17.070000,46.803070,"GBIF record at -17.070, 46.803",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0175",false,
Pachypanchax arnoulti,-17.070000,46.800000,"Apositra, Ranon Ambodimanga",collection_record,present,,,exact,,,GBIF:  RDR0175,false,
Pachypanchax arnoulti,-16.863611,46.972220,"Boinakely River, immediately below bridge on RN- 4, 153 m a.s.l. (Betsiboka River drainage)",collection_record,present,,river,exact,1997,"P. V. Loiselle, R. Haeffner and J. Davidson",GBIF: AMNH AMNH 229575,false,
Pachypanchax arnoulti,-16.860000,46.960000,Antsapanana,collection_record,present,,,exact,,,GBIF:  RDR1125,false,
Pachypanchax arnoulti,-16.858028,46.963696,"GBIF record at -16.858, 46.964",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1125",false,
Pachypanchax arnoulti,-16.850000,46.950000,"Boinakely River, below bridge on RN-4",collection_record,present,Boinakely River,river,exact,,,Loiselle 2006,false,153m
Pachypanchax arnoulti,-16.400000,45.283333,Namahota River at Namoroka Village (Andranomavo River drainage),collection_record,present,,river,exact,,G. Petit,GBIF: MNHN MNHN 1928 0297,false,
Pachypanchax arnoulti,-16.316700,46.816700,Ampijoroa Forest Reserve,collection_record,present,,,exact,,,Loiselle 2006,false,
Pachypanchax arnoulti,-16.150000,45.966700,Lake Kinkony and satellite lakes,collection_record,present,Lake Kinkony,lake,exact,,,Loiselle 2006,false,Mahavavy du Sud
Pachypanchax omalonotus,-14.060000,48.130000,Anovolava,collection_record,present,,,exact,,,GBIF:  RDR0672,false,
Pachypanchax omalonotus,-14.056000,48.128000,Anovolava,collection_record,present,,stream,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0672),false,
Pachypanchax omalonotus,-13.990000,48.180000,Ankaramy,collection_record,present,,,exact,,,GBIF:  RDR0693,false,
Pachypanchax omalonotus,-13.985000,48.178000,Ankaramy,collection_record,present,,stream,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0693),false,
Pachypanchax omalonotus,-13.843000,48.279000,Antranofotaka,collection_record,present,,stream,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0701),false,
Pachypanchax omalonotus,-13.840000,48.280000,Antranofotaka,collection_record,present,,,exact,,,GBIF:  RDR0701,false,
Pachypanchax omalonotus,-13.790555,48.489166,"Mahazava Creek, at village of the same name (Sambirano River drainage)",collection_record,present,,stream,exact,2001,P. V. Loiselle,GBIF: AMNH AMNH 231244,false,
Pachypanchax omalonotus,-13.766700,48.483300,Mahazava Creek at Mahazava village (Sambirano),collection_record,present,Mahazava Creek,stream,exact,,,Loiselle 2006,false,
Pachypanchax omalonotus,-13.758333,48.497223,"Beandrona Creek, at Ambodidimaka Village (Sambirano River drainage)",collection_record,present,,stream,exact,2001,P. V. Loiselle,GBIF: AMNH AMNH 232442,false,
Pachypanchax omalonotus,-13.750000,48.483300,Beandrona Creek at Ambodidimaka Village,collection_record,present,Beandrona Creek,stream,exact,,,Loiselle 2006,false,
Pachypanchax omalonotus,-13.594000,48.520000,Andranosavony,collection_record,present,,stream,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0722-0725),false,
Pachypanchax omalonotus,-13.590000,48.520000,Andranosavony,collection_record,present,,,exact,,,GBIF:  RDR0722,false,
Pachypanchax omalonotus,-13.570000,48.540000,Mahamaniny,collection_record,present,,,exact,,,GBIF:  RDR0732,false,
Pachypanchax omalonotus,-13.569000,48.539000,Mahamaniny,collection_record,present,,stream,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0729-0733),false,
Pachypanchax omalonotus,-13.390000,48.240000,Djabala,collection_record,present,,,exact,,,GBIF:  RDR0810,false,
Pachypanchax omalonotus,-13.388056,48.238611,Small stream behind Djabala Village (freshwater) (called River Ranomaloto),collection_record,present,,stream,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 238348,false,
Pachypanchax omalonotus,-13.386389,48.239445,"Djabala Creek, Nosy Be",collection_record,present,,stream,exact,1994,P. V. Loiselle,GBIF: AMNH AMNH 232413,false,
Pachypanchax omalonotus,-13.385000,48.241389,"Lake Ampombilava, Nosy Be",collection_record,present,,lake,exact,,"JS Sparks, KJ Riseng",GBIF: UMMZ 239820,false,
Pachypanchax omalonotus,-13.385000,48.237000,Djabala (mainland),collection_record,present,,stream,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0809-0810),false,
Pachypanchax omalonotus,-13.383300,48.233300,"Djabala Creek, Nosy Be",collection_record,present,Djabala Creek,stream,exact,,,Loiselle 2006,false,
Pachypanchax omalonotus,-13.367778,48.311390,"unnamed stream on Andoany (Hell-Ville) - Ambatozavavy road, Nosy Be",collection_record,present,,stream,exact,1994,P. V. Loiselle,GBIF: AMNH AMNH 232417,false,
Pachypanchax omalonotus,-13.366700,48.300000,"Unnamed stream, Andoany-Ambatozavavy road, Nosy Be",collection_record,present,,stream,exact,,,Loiselle 2006,false,
Pachypanchax omalonotus,-12.700000,48.266666,"Nosy Be [Nossi-Be], off northern Madagascar",collection_record,present,,,exact,,,GBIF: MNHN MNHN 2935,false,
Pachypanchax omalonotus,-12.317000,49.283000,diego-suarez,collection_record,present,,,exact,,chretien,GBIF: MNHN 1921-0050,false,
Pachypanchax patriciae,-13.482000,48.729000,Tapelatrano,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0742),false,
Pachypanchax patriciae,-13.480000,48.730000,Tapelatrano,collection_record,present,,,exact,,,GBIF:  RDR0742,false,
Pachypanchax patriciae,-13.474000,48.738000,Ankazomahitsy,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0813-0818),false,
Pachypanchax patriciae,-13.470000,48.740000,Ankazomahitsy,collection_record,present,,,exact,,,GBIF:  RDR0814,false,
Pachypanchax patriciae,-13.435555,48.797500,Manehoko River at village of the same name,collection_record,present,,river,exact,2001,P. V. Loiselle and J. Miandrizava,GBIF: AMNH AMNH 232449,false,
Pachypanchax patriciae,-13.433300,48.783300,Manehoko River at village,collection_record,present,Manehoko River,river,exact,,,Loiselle 2006,false,
Pachypanchax patriciae,-13.424999,48.838886,"Ampandra River ca. 2 km upstream of village of the same name, altitude of 44 m a.s.l.",collection_record,present,,stream,exact,2001,P. V. Loiselle and J. Miandrizava,GBIF: AMNH AMNH 235860,false,
Pachypanchax patriciae,-13.415000,48.838900,"Ampandra River, 2km upstream of Ampandra (type)",type_locality,present,Ampandra River,stream,exact,,P.V. Loiselle,Loiselle 2006,false,44m
Pachypanchax patriciae,-13.370278,48.877220,"oxbow lake of Ifasy River at Ambodipont, altitude 6 m a.s.l.",collection_record,present,,lake,exact,2001,P. V. Loiselle and J. Miandrizava,GBIF: AMNH AMNH 232426,false,
Pachypanchax patriciae,-13.366700,48.866700,Oxbow lake of Ifasy River at Ambodipont,collection_record,present,Ifasy River,lake,exact,,,Loiselle 2006,false,6m
Pachypanchax patriciae,-13.280000,48.920000,Manombo,collection_record,present,,,exact,,,GBIF:  RDR0825,false,
Pachypanchax patriciae,-13.276000,48.924000,Manombo,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0822-0827),false,
Pachypanchax patriciae,-13.228038,49.176260,"GBIF record at -13.228, 49.176",collection_record,present,,,exact,2022,Aurélien Bour,GBIF: iNaturalist 111529735,false,
Pachypanchax patriciae,-13.218611,49.168890,Matsabory Farengniny at Ampasindava Village (Mananjeba drainage),collection_record,present,,,exact,2001,P. V. Loiselle and J. Miandrizava,GBIF: AMNH AMNH 232451,false,
Pachypanchax patriciae,-13.216700,49.166700,Matsabory Farengniny at Ampasindava Village,collection_record,present,,lake,exact,,,Loiselle 2006,false,Mananjeba
Pachypanchax patriciae,-13.212777,49.077220,"unnamed creek below bridge on RN- 5 A, flowing into main channel of Mahavavy du Nord River, altitude 57 m a.s.l.",collection_record,present,,stream,exact,2001,P. V. Loiselle and J. Miandrizava,GBIF: AMNH AMNH 232452,false,
Pachypanchax patriciae,-13.210000,49.160000,Mananjeba East RN5a,collection_record,present,,,exact,,,GBIF:  RDR0912,false,
Pachypanchax patriciae,-13.208000,49.160000,Mananjeba East RN5a,collection_record,present,Mananjeba River,river,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0910-0914),false,
Pachypanchax patriciae,-13.200000,49.066700,"Unnamed creek below bridge on RN-5A, Mahavavy du Nord",collection_record,present,,stream,exact,,,Loiselle 2006,false,57m
Pachypanchax patriciae,-13.125000,49.316000,Andemibe,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0918-0921),false,
Pachypanchax patriciae,-13.120000,49.360000,Antsahameloka 2,collection_record,present,,,exact,,,GBIF:  RDR0930,false,
Pachypanchax patriciae,-13.120000,49.350000,Antsahameloka 1,collection_record,present,,,exact,,,GBIF:  RDR0925,false,
Pachypanchax patriciae,-13.120000,49.320000,Andemibe,collection_record,present,,,exact,,,GBIF:  RDR0921,false,
Pachypanchax patriciae,-13.120000,49.355000,Antsahameloka 1,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0922-0927),false,
Pachypanchax patriciae,-13.120000,49.364000,Antsahameloka 2,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0930-0932),false,
Pachypanchax patriciae,-13.060514,49.022818,"GBIF record at -13.061, 49.023",collection_record,present,,,exact,2025,James Lefebvre,GBIF: iNaturalist 325896524,false,
Pachypanchax patriciae,-13.010000,49.140000,Anjaridaina,collection_record,present,,,exact,,,GBIF:  RDR0843,false,
Pachypanchax patriciae,-13.008000,49.137000,Anjaridaina,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0836-0847),false,
Pachypanchax sakaramyi,-12.560628,49.042343,"GBIF record at -12.561, 49.042",collection_record,present,,,exact,2014,Martin Mandák,GBIF: iNaturalist 5050969,false,
Pachypanchax sakaramyi,-12.501389,48.215280,Sakaramy River at Joffreville,collection_record,present,,river,exact,1994,P. V. Loiselle and O. Lucanus,GBIF: AMNH AMNH 215524,false,
Pachypanchax sakaramyi,-12.483300,48.200000,Sakaramy River at Ambohitra [Joffreville],collection_record,present,Sakaramy River,stream,exact,,,Loiselle 2006 (AMNH 215524),false,
Pachypanchax sakaramyi,-12.467000,49.227000,Montagne d Ambre,collection_record,present,,,exact,,Ratsoavina,Vences et al. 2022 (FGZC1245-1249),false,
Pachypanchax sakaramyi,-12.450000,49.266666,"Sakaramy River, at village of Sakaramy, ca. 30 km south of Antsiranana (Diego Suarez), 500 m. a. s. l.",collection_record,present,,river,exact,,,"GBIF: MSNM, NMW MSNM 56 [ex MSNM 4426 and NMW], NMW 13463 - 13489",false,
Pachypanchax sp. 'antsahalalina',-12.681000,49.266000,"Antsahalalina, northern Madagascar",collection_record,present,,stream,exact,,Ratsoavina,Vences et al. 2022 (RDR0853),false,Genetically distinct from P. sakaramyi
Pachypanchax sp. 'sofia',-15.833600,48.714200,"Amboaboa River basin, Sofia region",collection_record,present,Amboaboa River,stream,exact,2021,,Carvalho et al. 2024,false,44 specimens in 2024 survey
Pachypanchax sparksorum,-15.900000,46.590000,Sahalava,collection_record,present,,,exact,,,GBIF:  RDR0420,false,
Pachypanchax sparksorum,-15.898920,46.585920,"GBIF record at -15.899, 46.586",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0421",false,
Pachypanchax sparksorum,-15.130000,47.800000,Andranomatsitso,collection_record,present,,,exact,,,GBIF:  RDR0548,false,
Pachypanchax sparksorum,-15.130000,47.804000,Andranomatsitso,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0546-0549),false,
Pachypanchax sparksorum,-15.113000,47.828000,Andranokaramy,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0555-0562),false,
Pachypanchax sparksorum,-15.110000,47.830000,Andranokaramy,collection_record,present,,,exact,,,GBIF:  RDR0559,false,
Pachypanchax sparksorum,-15.053000,48.207000,"Stream near Anjalazala, road Antsohihy-Mandritsara",collection_record,present,,stream,exact,,,Vences et al. 2022 (ZCMV11501-11502),false,
Pachypanchax sparksorum,-15.050000,48.210000,Stream crossing the road at 37 from,collection_record,present,,stream,exact,,,GBIF:  ZCMV11502,false,
Pachypanchax sparksorum,-14.872222,48.247780,Bentainkilotra Creek (Ankofia River drainage),collection_record,present,,stream,exact,2004,P. V. Loiselle and J. Rasoloariniainina,GBIF: AMNH AMNH 235771,false,
Pachypanchax sparksorum,-14.170000,48.090000,Ambahitsivikinina,collection_record,present,,,exact,,,GBIF:  RDR0667,false,
Pachypanchax sparksorum,-14.166000,48.093000,Ambahitsivikinina,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR0667),false,
Pachypanchax varatraza,-13.893611,49.939445,"Mahazava Creek at village of same name, 30 m a.s.l. (Ampanobe drainage)",collection_record,present,,stream,exact,2000,P. V. Loiselle and J. Miandrizava,GBIF: AMNH AMNH 231244,false,
Pachypanchax varatraza,-13.890000,49.930000,Anandray,collection_record,present,,,exact,,,GBIF:  RDR1117,false,
Pachypanchax varatraza,-13.886000,49.930000,Anandray,collection_record,present,,,exact,2011,Ratsoavina,Vences et al. 2022 (RDR1114-1120),false,
Pachypanchax varatraza,-13.882800,49.939400,Mahazava Stream at Mahazava village,collection_record,present,Mahazava Stream,stream,exact,,P.V. Loiselle,Loiselle pers. comm. to Saunders,false,"30m asl, Ampanobe basin"
Pachypanchax varatraza,-13.651388,49.650000,"Antafiabe Creek, at Antsahandrero Village (Fanambana drainage)",collection_record,present,,stream,exact,2002,C. J. Raxworthy,GBIF: AMNH AMNH 211333,false,
Pachypanchax varatraza,-13.650000,49.650000,Antafiabe Creek at Antsahandrero Village,collection_record,present,Antafiabe Creek,stream,exact,,,Loiselle 2006,false,Fanambana
Pachypanchax varatraza,-13.622000,49.999000,"Fanambana forest, 2nd trail, pond",collection_record,present,,,exact,,Ratsoavina,Vences et al. 2022 (FGZC4845-4847),false,
Pachypanchax varatraza,-13.620000,50.000000,"Fanambana forest, 2nd trail, pond",collection_record,present,,,exact,,,GBIF:  FGZC4846,false,
Pachypanchax varatraza,-13.520833,49.836945,"Andampy Creek, at Ampizametana Village, 70 m a.s.l. (Menambery drainage)",collection_record,present,,stream,exact,2000,P. V. Loiselle and J. Miandrizava,GBIF: AMNH AMNH 235519,false,
Pachypanchax varatraza,-13.516700,49.816700,Andampy Creek at Ampizametana Village,collection_record,present,Andampy Creek,stream,exact,,,Loiselle 2006,false,"70m, Menambery"
Paratilapia,-24.658333,46.870000,"Rivière Mahampanihm, près du village Enaniliha",collection_record,present,,river,exact,,J.G. Andriamionahaga;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2702.017,false,[Genus-level ID only; species unresolved]
Paratilapia,-22.407500,47.371111,Karianga Camp Stream (small stream near camp),collection_record,present,,stream,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 250275,false,[Genus-level ID only; species unresolved]
Paratilapia,-18.631000,47.273000,"GBIF record at -18.631, 47.273",collection_record,present,,,exact,2016,Elodie Pepey et Diana Edith Andria-Manajara,GBIF: Centre de Cooperation Internationale en Recherche Agronomique pour le Developpement,false,[Genus-level ID only; species unresolved]
Paratilapia polleni,-25.183000,47.000000,fort-dauphin,collection_record,present,,,exact,,"inconnu;paris mnhn-pom, m.",GBIF: MNHN 1999-0118,false,
Paratilapia polleni,-23.417000,43.833000,maroamalona,collection_record,present,,,exact,1926,"petit;paris mnhn-pom, m.",GBIF: MNHN 1999-0096,false,
Paratilapia polleni,-23.350000,47.466667,"SAHAMBAVY RIVER, AT AMPATAKA VILLAGE ON ROAD BETWEEN VAGAINDRANO AND RANOMERA ROADS",collection_record,present,,river,exact,1998,P.V. LOISELLE,GBIF: FishBase AMNH 228071,false,
Paratilapia polleni,-23.333000,43.517000,tulear,collection_record,present,,,exact,1926,"petit;paris mnhn-pom, m.",GBIF: MNHN 1999-0127,false,
Paratilapia polleni,-23.032425,47.735141,"Manombo Reserve, southeastern Madagascar",collection_record,present,,,exact,,PN Reinthal,GBIF: UMMZ 239557,false,
Paratilapia polleni,-23.030000,47.730000,Manombo Camp,collection_record,present,,,exact,,,GBIF:  ZCMV419,false,
Paratilapia polleni,-23.028320,47.731530,"GBIF record at -23.028, 47.732",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI ZCMV419",false,
Paratilapia polleni,-23.016667,47.716667,"FORET CLASSEE DE MANOMBO, TAKOANDRA RIVER",collection_record,present,,river,exact,1999,"A.R. SAUNDERS, P.V. LOISELLE",GBIF: FishBase AMNH 231351,false,
Paratilapia polleni,-22.830278,47.128056,"Sahapindra River, 10 km upstream from Vevembe camp; alt. ca. 1400 ft. Mananara drainage (SE Madagascar)",collection_record,present,,stream,exact,1997,PN Reinthal,GBIF: UMMZ 239558,false,
Paratilapia polleni,-22.800000,47.166667,MAROSIVY RIVER AT VEVEMBE VILLAGE,collection_record,present,,river,exact,1999,"A.R. SAUNDERS, P.V. LOISELLE",GBIF: FishBase AMNH 231336,false,
Paratilapia polleni,-22.783611,47.175278,"Sahapindra River, near Vevembe (village); Vondrozo region",collection_record,present,,river,exact,,"P Rabeson, R Randriamampionina",GBIF: UMMZ 235045,false,
Paratilapia polleni,-22.783333,47.175833,Vahifito Riviere (West of Vevembe Camp Area),collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 244626,false,
Paratilapia polleni,-22.766667,47.033333,AMPISIKA RIVER AT AMPARAHATRA VILLAGE,collection_record,present,,river,exact,1999,"A.R. SAUNDERS, P.V. LOISELLE",GBIF: FishBase AMNH 231344,false,
Paratilapia polleni,-22.407500,47.371111,Karianga Camp Stream (small stream near camp),collection_record,present,,stream,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 240257,false,
Paratilapia polleni,-22.363056,47.368056,"Andriambondro Riviere (6 km N of Karianga at town of Mahavelo, off of Rienan River)",collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 239551,false,
Paratilapia polleni,-21.243442,48.340496,"Manajary Area, southeast coastal Madagascar, number given to Pascal's collection",collection_record,present,,,exact,,Pascal (JS Sparks),GBIF: UMMZ 238478,false,
Paratilapia polleni,-21.184722,48.365833,"Lake Andrasondrano, by Pangalanes Canal",collection_record,present,,lake,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 239556,false,
Paratilapia polleni,-21.083333,48.450000,"MANANJARY, ESTUARY OF RIVER MANANJARY BEHIND MARKETPLACE, ca. 1 KILOMETER FROM SEA",collection_record,present,,river,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88017,false,
Paratilapia polleni,-20.860770,48.386930,"Large baylake behind dunes, 1 kilometer south of turnoff from marolambo-mananjary road, east of road ca. 100 meters from sea",collection_record,present,,lake,exact,1988,"Melanie L. J. Stiassny, Peter Reinthal",GBIF: MCZ 169356,false,
Paratilapia polleni,-20.050000,48.133333,"TAMATAVE PROVINCE, RIVER NOSIVOLO ABOVE AMBATOMASINA VILLAGE ca. 16 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, DEEP POOLS BELOW RAPIDS",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97097,false,
Paratilapia polleni,-19.920000,48.830000,"Large bay lake behind dunes, about 100 meters from sea, 1 kilometer south of turnoff from Maralambo-Mananjary Road, east of road",collection_record,present,,lake,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301515,false,
Paratilapia polleni,-19.916667,48.833333,"LARGE BAYLAKE, BEHIND DUNES 1 KILOMETER SOUTH OF TURNOFF FROM MAROLAMBO-MANANJARY ROAD, EAST OF ROAD ca. 100 METERS FROM SEA",collection_record,present,,lake,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 215549,false,
Paratilapia polleni,-19.083333,46.283333,lac Itasy près Tananarive,collection_record,present,,lake,exact,,Philippart de Foy G.,GBIF: FishBase P 78001.0033,false,
Paratilapia polleni,-19.066670,46.283330,lac Itasy près Tananarive,collection_record,present,,lake,exact,1977,"Philippart de Foy, G.",GBIF: RMCA BE_RMCA_Vert.1978.001.P.0033,false,
Paratilapia polleni,-18.054000,49.412000,Patima,collection_record,present,,,exact,2016,Elodie Pepey et Diana Edith Andria-Manajara,GBIF: Centre de Cooperation Internationale en Recherche Agronomique pour le Developpement,false,
Paratilapia polleni,-17.836720,48.406350,near Ambatondrazaka,collection_record,present,,,exact,1915,Frederick Roelker Wulsin,GBIF: MCZ 61977,false,
Paratilapia polleni,-17.500000,48.500000,Lake Alaotra,collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45615,false,
Paratilapia polleni,-16.309444,46.816389,"Lake Ravelobe, across from Ampijoroa forestry station",collection_record,present,,lake,exact,,"JS Sparks, K Riseng",GBIF: UMMZ 239564,false,
Paratilapia polleni,-14.800000,50.983333,"NOSY BE, LAKE AMPARIHIBE, SMALL STREAM MOUTH FROM LAKE ANTSIDIHY",collection_record,present,,lake,exact,1988,"B.B. COLLETTE, J. NIELSEN, K. SULAK",GBIF: FishBase AMNH 58492,false,
Paratilapia polleni,-14.696944,48.131667,"Lake Andrapongy, North Basin",collection_record,present,,lake,exact,,"JS Sparks, K Riseng",GBIF: UMMZ 239554,false,
Paratilapia polleni,-14.500000,49.816667,"SAMBAVA-ANDAPA REGION, MANANTENINA RIVER, ca. 28 KILOMETERS NORTHEAST OF ANDAPA ON RN-3B",collection_record,present,,river,exact,1999,P.V. LOISELLE,GBIF: FishBase AMNH 231363,false,
Paratilapia polleni,-14.466667,49.916667,"SAMBAVA-ANDAPA REGION, SARAHANDRANO CREEK AT VILLAGE  OF SAME NAME",collection_record,present,,stream,exact,1999,P.V. LOISELLE,GBIF: FishBase AMNH 231360,false,
Paratilapia polleni,-14.300000,49.550000,"DIEGO-SUAREZ, BANKS OF THE MANANTENINA RIVER, AT THE SOUTHEASTERN BOUNDARY OF THE RESERVE NATURELLE INTEGRALE DE MAROJEJY, ca. 28 KILOMETERS NORTHEAST OF*",collection_record,present,,river,exact,,FISHERWOMEN/M.L.J. STIASSNY,GBIF: FishBase AMNH 226652,false,
