scientific_name,latitude,longitude,locality_name,locality_type,presence_status,water_body,water_body_type,coordinate_precision,year_collected,collector,source_citation,is_sensitive,notes,data_source
Paratilapia polleni,-22.363056,47.368056,"Andriambondro Riviere (6 km N of Karianga at town of Mahavelo, off of Rienan River)",collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 239551,false,,
Paratilapia polleni,-21.243442,48.340496,"Manajary Area, southeast coastal Madagascar, number given to Pascal's collection",collection_record,present,,,exact,,Pascal (JS Sparks),GBIF: UMMZ 238478,false,,
Paratilapia polleni,-21.184722,48.365833,"Lake Andrasondrano, by Pangalanes Canal",collection_record,present,,lake,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 239556,false,,
Paratilapia polleni,-21.083333,48.450000,"MANANJARY, ESTUARY OF RIVER MANANJARY BEHIND MARKETPLACE, ca. 1 KILOMETER FROM SEA",collection_record,present,,river,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88017,false,,
Paratilapia polleni,-20.860770,48.386930,"Large baylake behind dunes, 1 kilometer south of turnoff from marolambo-mananjary road, east of road ca. 100 meters from sea",collection_record,present,,lake,exact,1988,"Melanie L. J. Stiassny, Peter Reinthal",GBIF: MCZ 169356,false,,
Paratilapia polleni,-20.050000,48.133333,"TAMATAVE PROVINCE, RIVER NOSIVOLO ABOVE AMBATOMASINA VILLAGE ca. 16 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, DEEP POOLS BELOW RAPIDS",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97097,false,,
Paratilapia polleni,-19.920000,48.830000,"Large bay lake behind dunes, about 100 meters from sea, 1 kilometer south of turnoff from Maralambo-Mananjary Road, east of road",collection_record,present,,lake,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301515,false,,
Paratilapia polleni,-19.916667,48.833333,"LARGE BAYLAKE, BEHIND DUNES 1 KILOMETER SOUTH OF TURNOFF FROM MAROLAMBO-MANANJARY ROAD, EAST OF ROAD ca. 100 METERS FROM SEA",collection_record,present,,lake,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 215549,false,,
Paratilapia polleni,-19.083333,46.283333,lac Itasy près Tananarive,collection_record,present,,lake,exact,,Philippart de Foy G.,GBIF: FishBase P 78001.0033,false,,
Paratilapia polleni,-19.066670,46.283330,lac Itasy près Tananarive,collection_record,present,,lake,exact,1977,"Philippart de Foy, G.",GBIF: RMCA BE_RMCA_Vert.1978.001.P.0033,false,,
Paratilapia polleni,-18.054000,49.412000,Patima,collection_record,present,,,exact,2016,Elodie Pepey et Diana Edith Andria-Manajara,GBIF: Centre de Cooperation Internationale en Recherche Agronomique pour le Developpement,false,,
Paratilapia polleni,-17.836720,48.406350,near Ambatondrazaka,collection_record,present,,,exact,1915,Frederick Roelker Wulsin,GBIF: MCZ 61977,false,,
Paratilapia polleni,-17.500000,48.500000,Lake Alaotra,collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45615,false,,
Paratilapia polleni,-16.309444,46.816389,"Lake Ravelobe, across from Ampijoroa forestry station",collection_record,present,,lake,exact,,"JS Sparks, K Riseng",GBIF: UMMZ 239564,false,,
Paratilapia polleni,-14.800000,50.983333,"NOSY BE, LAKE AMPARIHIBE, SMALL STREAM MOUTH FROM LAKE ANTSIDIHY",collection_record,present,,lake,exact,1988,"B.B. COLLETTE, J. NIELSEN, K. SULAK",GBIF: FishBase AMNH 58492,false,,
Paratilapia polleni,-14.696944,48.131667,"Lake Andrapongy, North Basin",collection_record,present,,lake,exact,,"JS Sparks, K Riseng",GBIF: UMMZ 239554,false,,
Paratilapia polleni,-14.500000,49.816667,"SAMBAVA-ANDAPA REGION, MANANTENINA RIVER, ca. 28 KILOMETERS NORTHEAST OF ANDAPA ON RN-3B",collection_record,present,,river,exact,1999,P.V. LOISELLE,GBIF: FishBase AMNH 231363,false,,
Paratilapia polleni,-14.466667,49.916667,"SAMBAVA-ANDAPA REGION, SARAHANDRANO CREEK AT VILLAGE  OF SAME NAME",collection_record,present,,stream,exact,1999,P.V. LOISELLE,GBIF: FishBase AMNH 231360,false,,
Paratilapia polleni,-14.300000,49.550000,"DIEGO-SUAREZ, BANKS OF THE MANANTENINA RIVER, AT THE SOUTHEASTERN BOUNDARY OF THE RESERVE NATURELLE INTEGRALE DE MAROJEJY, ca. 28 KILOMETERS NORTHEAST OF*",collection_record,present,,river,exact,,FISHERWOMEN/M.L.J. STIASSNY,GBIF: FishBase AMNH 226652,false,,
Paratilapia polleni,-13.500000,48.000000,"GBIF record at -13.500, 48.000",collection_record,present,,,exact,1867,pollen,GBIF: MNHN 0000-4724,false,,
Paratilapia polleni,-13.385275,48.242447,"Lac De Deux Soures, Nosy Be (southern lake pair (?), or one visible from road",collection_record,present,,lake,exact,,"JS Sparks, KJ Riseng",GBIF: UMMZ 250276,false,,
Paratilapia polleni,-13.321637,48.212488,"Lac Amparihibe, Nosy Be",collection_record,present,,lake,exact,,"JS Sparks, KJ Riseng",GBIF: UMMZ 239553,false,,
Paratilapia polleni,-13.315000,48.209780,"GBIF record at -13.315, 48.210",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0803",false,,
Paratilapia polleni,-13.310000,48.210000,Amparihibe,collection_record,present,,,exact,,,GBIF:  RDR0803,false,,
Paratilapia polleni,-13.291944,48.221944,"Lac Anjavibe, Nosy Be",collection_record,present,,lake,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 235043,false,,
Paretroplus dambabe,-16.150000,45.700000,Lake Andranobe,collection_record,present,Lake Andranobe,lake,exact,1997,,de Rham & Nourissat 2004,false,,
Paretroplus dambabe,-16.093889,45.860278,Lake Kinkony,type_locality,present,,lake,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 238724,false,,
Paretroplus dambabe,-16.083300,45.866700,Lake Kinkony (type),type_locality,present,Lake Kinkony,lake,exact,,,Sparks 2002,false,Re-confirmed Ramanantsalama 2018,
Paretroplus damii,-14.844722,48.243889,"Anjingo River, sampled upstream and downstream of bridge",collection_record,present,,stream,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 235021,false,,
Paretroplus damii,-14.844167,48.244167,Anjingo River,collection_record,present,,river,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 239543,false,,
Paretroplus damii,-14.237742,49.889572,"NW Madagascar, probably Anjingo River",collection_record,present,,river,exact,,P Reinthal/J Sparks,GBIF: UMMZ 233523,false,,
Paretroplus damii,-13.321637,48.212488,"Lac Amparihibe, Nosy Be",collection_record,present,,lake,exact,,"JS Sparks, KJ Riseng",GBIF: UMMZ 239544,false,,
Paretroplus damii,-13.212778,49.176111,"Andranomaloto Riviere, trib. of Mananjeba Riviere",collection_record,present,,river,exact,1996,"JS Sparks, K Riseng",GBIF: UMMZ 235023,false,,
Paretroplus gymnopreopercularis,-15.951700,48.723300,Amboaboa River near Mangarahara,type_locality,present,Amboaboa River,river,exact,,,Sparks 2008; Fusari 2024,true,1 ind. captured 2024,
Paretroplus gymnopreopercularis,-15.833611,48.714167,Ambomboa Riveire,type_locality,present,,,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 247710,true,,
Paretroplus kieneri,-16.800000,47.016667,"MAJUNGA PROVINCE, AKALIMILOTRABE RIVER AT VILLAGE OF SAME NAME, ca 43 KILOMETERS NORTHWEST OF MAEVATANANA, NORTH BANK TRIBUTARY BETSIBOKA RIVER",collection_record,present,,river,exact,1997,"P.V. LOISELLE, LOCAL RESIDENTS",GBIF: FishBase AMNH 229560,false,,
Paretroplus kieneri,-16.486667,47.171667,"Rivière Mahajamba, à Androka",collection_record,present,,river,exact,,J.-C. Nourissat,GBIF: MHNG MHNG-ICHT-2640.039,false,,
Paretroplus kieneri,-16.309444,46.816389,"Lake Ravelobe, across from Ampijoroa forestry station",collection_record,present,,lake,exact,,"JS Sparks, K Riseng",GBIF: UMMZ 239565,false,,
Paretroplus kieneri,-16.093889,45.860278,Lake Kinkony,collection_record,present,,lake,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 236592,false,,
Paretroplus kieneri,-15.833889,48.714444,Ambomboa (near where it flows into Mangarahara River),collection_record,present,,river,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 239546,false,,
Paretroplus loisellei,-13.974800,49.963500,"Main channel at Antsirabe-Nord, bridge Route N-5",collection_record,present,Mahanara River,river,exact,,,Sparks & Schelly 2011,false,,
Paretroplus loisellei,-13.955000,49.936700,"Mahanara River, ~4km NW Antsirabe-Nord (holotype)",type_locality,present,Mahanara River,river,exact,,,Sparks & Schelly 2011,false,,
Paretroplus maculatus,-17.024100,48.759900,"Antafia, Ikopa River (barcoded RDR0251)",collection_record,present,Ikopa River,river,exact,2011,Ratsoavina et al.,Vences et al. 2022,false,Possibly most recent wild locality,
Paretroplus maculatus,-17.020000,48.760000,Antafia,collection_record,present,,,exact,,,GBIF:  RDR0251,false,,
Paretroplus maculatus,-16.309444,46.816389,"Lake Ravelobe, across from Ampijoroa forestry station",collection_record,present,,lake,exact,,"JS Sparks, K Riseng",GBIF: UMMZ 250280,false,,
Paretroplus maculatus,-16.305357,46.816731,Lac Ravelobe,collection_record,present,,lake,exact,,,GBIF: UMMZ 240354,false,,
Paretroplus maromandia,-14.336667,48.130000,"Maintsomalaza River, near confluence of Andranomalaza and Manongarivo Rivers, just S of village of Maronmandia",collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng, R Randrapiani",GBIF: UMMZ 234791,false,,
Paretroplus maromandia,-14.200000,48.066670,"Maintsomalaza R., downstream near confluence of Adranomalaza and Manongarivo rivers, south of the village of Maromandia, 14°12'S, 48°04'E, Antalaha Prov., Maromandia region, Madagascar.",collection_record,present,,stream,exact,,,GBIF: FishBase FB 2745100,false,,
Paretroplus menarambo,-15.908700,47.684700,Lake Beagoago (Sofia basin),observation,present,Lake Beagoago,lake,exact,2011,,Saunders/Denver Zoo survey,true,,
Paretroplus menarambo,-15.800600,47.643400,Lake Sarodrano (Sofia basin),type_locality,historically_present_extirpated,Lake Sarodrano,lake,exact,2010,,Allgayer 1996; survey,true,Extinct at this locality (type),
Paretroplus menarambo,-15.800467,47.648370,"Lac Sarodrano, NW Madagascar",collection_record,present,,lake,exact,,P Reinthal/J Sparks,GBIF: UMMZ 233522,false,,
Paretroplus menarambo,-15.796111,47.652778,"Lac Sarodrano, around camp area",collection_record,present,,lake,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 250279,false,,
Paretroplus menarambo,-15.687500,47.864400,Lake Mangarana (Sofia basin),observation,present,Lake Mangarana,lake,exact,2012,,Saunders/Denver Zoo survey,true,,
Paretroplus menarambo,-15.683700,47.851600,Lake Ankijanibe (Sofia basin),observation,present,Lake Ankijanibe,lake,exact,2011,,Saunders/Denver Zoo survey,true,,
Paretroplus menarambo,-15.662500,47.843200,Lake Tseny — only surviving wild pop.,observation,present,Lake Tseny,lake,exact,2012,,Coordinates_Lakes_visited.csv,true,Rediscovered Oct 2010,
Paretroplus menarambo,-15.654500,47.628500,Lake Betretreky (Sofia basin),observation,present,Lake Betretreky,lake,exact,2011,,Saunders/Denver Zoo survey,true,,
Paretroplus nourissati,-19.041636,46.684937,"GBIF record at -19.042, 46.685",collection_record,present,,,exact,,,GBIF: Royal Ontario Museum,false,,
Paretroplus nourissati,-15.951700,48.723300,Amboaboa River (37 ind. captured 2024),observation,present,Amboaboa River,river,exact,2024,C. Fusari,Fusari et al. 2024,true,,
Paretroplus nourissati,-15.850000,48.716667,AMBOMBOA RIVER,collection_record,present,,river,exact,1996,"J.S. SPARKS, K.J. RISENG",GBIF: FishBase AMNH 229555,false,,
Paretroplus nourissati,-15.833611,48.714167,Ambomboa Riveire,collection_record,present,,,exact,,"Sparks, John",GBIF: UMMZ 250278,false,,
Paretroplus nourissati,-15.833333,48.716667,AMBOMBOA RIVER (NEAR WHERE IT FLOWS INTO MANGARAHARA RIVER),collection_record,present,,river,exact,1994,"J.S. SPARKS, K.J. RISENG",GBIF: FishBase AMNH 229554,false,,
Paretroplus petiti,-16.183330,46.716670,"Maintimaso R., near town of Maintimaso, 16°10'60""S, 46°43""00""E, Majunga Prov., Madagascar.",collection_record,present,,,exact,,,GBIF: FishBase FB 2741452,false,,
Paretroplus polyactis,-24.658333,46.870000,"Rivière Mahampanihm, près du village Enaniliha",collection_record,present,,river,exact,,J.G. Andriamionahaga;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2702.028,false,,
Paretroplus polyactis,-23.032425,47.735141,"Manombo Reserve, southeastern Madagascar",collection_record,present,,,exact,,PN Reinthal,GBIF: UMMZ 239563,false,,
Paretroplus polyactis,-22.363056,47.368056,"Andriambondro Riviere (6 km N of Karianga at town of Mahavelo, off of Rienan River)",collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 239527,false,,
Paretroplus polyactis,-21.247910,48.297440,"Mananjary, estuary of river mananjary, side lagoon behind hotel jardin de la mer, ca. 100 meters from sea",collection_record,present,,lake,exact,1988,Peter Reinthal,GBIF: MCZ 169357,false,,
Paretroplus polyactis,-21.246310,48.296750,"Mananjary, estuary of river mananjary, side lagoon behind hotel jardin de la mer, ca. 100 meters from sea",collection_record,present,,lake,exact,1988,Peter Reinthal,GBIF: MCZ 171504,false,,
Paretroplus polyactis,-21.090000,48.460000,"Mananjary, Mananjary river estuary behind marketplace, ca. 1 kilometer from sea.",collection_record,present,,river,exact,1988,fishermen,GBIF: MCZ 165679,false,,
Paretroplus polyactis,-21.083333,48.450000,"MANANJARY, ESTUARY OF RIVER MANANJARY BEHIND MARKETPLACE, ca. 1 KILOMETER FROM SEA",collection_record,present,,river,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88016,false,,
Paretroplus polyactis,-21.080000,48.450000,"Madagascar, Mananjary, purchased behind market, estuary of River Mananjary",collection_record,present,,river,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301497,false,,
Paretroplus polyactis,-19.930000,48.840000,Mahanoro Market behind Hotel de la Pangalane.,collection_record,present,,,exact,1990,fishermen,GBIF: MCZ 165680,false,,
Paretroplus polyactis,-19.920000,48.830000,"Pangalanes north of River Mangoro. Mahanoro Town, behind Hotel de la Pangalane.",collection_record,present,,river,exact,1988,M. Stiassny,GBIF: USNM USNM 301501,false,,
Paretroplus polyactis,-19.916667,48.833333,"TAMATAVE PROVINCE, BAY LAKE BEHIND FIRST DUNE ca. 100 m FROM SEA, EAST OF ROAD BY SALEHY VILLAGE, 1 km SOUTH OF TURNOFF FROM MAROLAMBO-MANANJARY ROAD",collection_record,present,,lake,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97122,false,,
Paretroplus polyactis,-19.666667,48.833333,FERRY AT MAROSIKY,collection_record,present,,,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88078,false,,
Paretroplus polyactis,-18.955000,49.108000,Canal des Pangalanes at Andevoranto,collection_record,present,Canal des Pangalanes,river,exact,,,Simkova et al. 2019,false,,
Paretroplus polyactis,-18.817000,49.150000,ambila-lemaitso,collection_record,present,,,exact,1992,nourissat;de rham,GBIF: MNHN 1996-0126,false,,
Paretroplus polyactis,-18.813010,48.823860,Rianila Regional,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191205,false,,
Paretroplus polyactis,-18.166667,49.416667,"TOAMASINA (TAMATAVE) MAIN MARKETPLACE IN TOWN CENTER, CAUGHT NEARBY",collection_record,present,,,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88116,false,,
Paretroplus polyactis,-18.000000,49.416667,"RIVER IVOLOINA AT LARGE BRIDGE ON TOAMASINA (TAMATAVE) TO FENOARIVO (FENERIVE) ROAD, ESTUARY",collection_record,present,,river,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88135,false,,
Paretroplus polyactis,-17.100000,49.816667,"SAMBAVA-ANDAPA REGION, LAC ANDOHABEOBE, ca. 7 KILOMETERS SOUTH OF SAMBAVA",collection_record,present,,lake,exact,1999,P.V. LOISELLE,GBIF: FishBase AMNH 231359,false,,
Paretroplus polyactis,-15.983334,46.250000,"Ambilo Lake, brackish lagoons",collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45619,false,,
Paretroplus polyactis,-15.434167,49.741389,Maroansetra Market,collection_record,present,,,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 239528,false,,
Paretroplus polyactis,-15.386389,50.440000,"Masoala site 1006 near Lalona River, mangrove area",collection_record,present,,river,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 236593,false,,
Paretroplus risengi,-14.696900,48.131700,"Lake Andrapongy, Anjingo-Ankofia",collection_record,present,Lake Andrapongy,lake,exact,,,Sparks & Sparks 2025,false,,
Paretroplus tsimoly,-16.802220,47.015830,"Akalimilotrabe [or Kalamilotra] R. at the village of the same name, ca. 43 km northwest of Maevatanana, 16°48'08""S, 47°00'57""E, Majunga Prov., Madagascar, elev. 318 m.",collection_record,present,,,exact,,,GBIF: FishBase FB 2744858,false,,
Paretroplus tsimoly,-16.800000,47.016667,"MAJUNGA PROVINCE, AKALIMILOTRABE RIVER AT VILLAGE OF SAME NAME, ca 43 KILOMETERS NORTHWEST OF MAEVATANANA, NORTH BANK TRIBUTARY BETSIBOKA RIVER",collection_record,present,,river,exact,1997,"P.V. LOISELLE, LOCAL RESIDENTS",GBIF: FishBase AMNH 229557,false,,
Plicofollis dussumieri,-21.080000,48.450000,"Mananjary, estuary of River Mananjary, side lagoon behind Hotel Jardin de la Mer.",collection_record,present,,lake,exact,1988,P. Reinthal,GBIF: USNM USNM 301523,false,,
Plicofollis dussumieri,-18.933000,49.117000,andevoranto,collection_record,present,,,exact,1960,"mahanoro;paris mnhn-pom, m.",GBIF: MNHN 2024-0922,false,,
Plicofollis dussumieri,-13.500000,48.000000,"GBIF record at -13.500, 48.000",collection_record,present,,,exact,1964,frontier;pichon,GBIF: MNHN 1966-0879,false,,
Plicofollis dussumieri,-13.400000,48.700000,"Indian Ocean, northwestern coast of Madagascar, Baie D'Amboro;",collection_record,present,,,exact,1964,,GBIF: USNM USNM 297118,false,,
Plicofollis dussumieri,-13.368410,48.179340,Nosy Tanga,collection_record,present,,,exact,1959,Cherbonnier Gustave (Dr.),GBIF: RBINS-Scientific Heritage 17243,false,,
Plicofollis dussumieri,-13.314210,48.258990,Nosy Be Island,collection_record,present,,,exact,,Cherbonnier Gustave (Dr.),GBIF: RBINS-Scientific Heritage 14303,false,,
Ptychochromis ernestmagnusi,-16.250000,49.678000,antaniboalina,collection_record,present,,,exact,2006,loiselle,GBIF: MNHN 2009-1674,false,,
Ptychochromis grandidieri,-24.658333,46.870000,"Rivière Mahampanihm, près du village Enaniliha",collection_record,present,,river,exact,,J.G. Andriamionahaga;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2702.012,false,,
Ptychochromis grandidieri,-23.032425,47.735141,"Manombo Reserve, southeastern Madagascar",collection_record,present,,,exact,,PN Reinthal,GBIF: UMMZ 239907,false,,
Ptychochromis grandidieri,-22.363056,47.368056,"Andriambondro Riviere (6 km N of Karianga at town of Mahavelo, off of Rienan River)",collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 237495,false,,
Ptychochromis inornatus,-14.872222,48.247778,"Bora Reserve, Bemahavony River/Stream (runs into Anjingo River)",collection_record,present,,stream,exact,1994,JS Sparks and K Riseng,GBIF: UMMZ 237064,false,,
Ptychochromis inornatus,-14.844722,48.243889,"Anjingo River, sampled upstream and downstream of bridge",type_locality,present,,stream,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 237492,false,,
Ptychochromis inornatus,-14.844167,48.244167,Anjingo River,collection_record,present,,river,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 237067,false,,
Ptychochromis inornatus,-14.696944,48.131667,"Lake Andrapongy, North Basin",collection_record,present,,lake,exact,,"JS Sparks, K Riseng",GBIF: UMMZ 237065,false,,
Ptychochromis loisellei,-13.980000,49.952000,antsirsabenord,collection_record,present,,,exact,2000,loiselle,GBIF: MNHN 2006-0781,false,,
Ptychochromis loisellei,-13.950000,49.933333,Rivière Mahanara environ 4 km. nord-ouest d'Antsirabe,collection_record,present,,river,exact,,P.V. Loiselle;Pêcheurs,GBIF: MHNG MHNG-ICHT-2676.095,false,,
Ptychochromis oligacanthus,-23.417000,43.833000,maroamalona,collection_record,present,,,exact,1926,"petit;paris mnhn-pom, m.",GBIF: MNHN 1999-0198,false,,
Ptychochromis oligacanthus,-23.350000,47.466667,"SAHAMBAVY RIVER, AT AMPATAKA VILLAGE ON ROAD BETWEEN VAGAINDRANO AND RANOMERA ROADS",collection_record,present,,river,exact,1998,P.V. LOISELLE,GBIF: FishBase AMNH 228072,false,,
Ptychochromis oligacanthus,-23.333000,43.517000,tulear,collection_record,present,,,exact,1926,"petit;paris mnhn-pom, m.",GBIF: MNHN 1999-0225,false,,
Ptychochromis oligacanthus,-23.032425,47.735141,"Manombo Reserve, southeastern Madagascar",collection_record,present,,,exact,,PN Reinthal,GBIF: UMMZ 240357,false,,
Ptychochromis oligacanthus,-23.016667,47.716667,"FORET CLASSEE DE MANOMBO, TAKOANDRA RIVER",collection_record,present,,river,exact,1999,"A.R. SAUNDERS, P.V. LOISELLE",GBIF: FishBase AMNH 231352,false,,
Ptychochromis oligacanthus,-22.733333,47.783333,"MANAMPATRANA RIVER, 12 KILOMETERS NORTH OF FARAFANGANA ON NATIONAL ROUTE 12",collection_record,present,,river,exact,1998,P.V. LOISELLE,GBIF: FishBase AMNH 228074,false,,
Ptychochromis oligacanthus,-21.252390,48.328340,"Mananjary, estuary of river mananjary behind marketplace, ca. 1 kilometer from sea",collection_record,present,,river,exact,1988,"Melanie L. J. Stiassny, Peter Reinthal",GBIF: MCZ 169355,false,,
Ptychochromis oligacanthus,-21.083333,48.450000,"MANANJARY, ESTUARY OF RIVER MANANJARY BEHIND MARKETPLACE, ca. 1 KILOMETER FROM SEA",collection_record,present,,river,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88018,false,,
Ptychochromis oligacanthus,-21.080000,48.450000,"Madagascar, Mananjary, purchased behind market, estuary of River Mananjary",collection_record,present,,river,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301496,false,,
Ptychochromis oligacanthus,-21.066667,49.450000,"7 KILOMETERS NORTH OF MANANJARY IN THE PANGA- LANES, 100 METERS UPSTREAM FROM 88-25, ca. 0.25 KILO- METER FROM SEA (FIRST FRESHWATER CHANNEL)",collection_record,present,,stream,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88032,false,,
Ptychochromis oligacanthus,-19.920000,48.830000,"Large bay lake behind dunes, about 100 meters from sea, 1 kilometer south of turnoff from Maralambo-Mananjary Road, east of road",collection_record,present,,lake,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301516,false,,
Ptychochromis oligacanthus,-19.916667,48.833333,"TAMATAVE PROVINCE, BAY LAKE BEHIND FIRST DUNE ca. 100 m FROM SEA, EAST OF ROAD BY SALEHY VILLAGE, 1 km SOUTH OF TURNOFF FROM MAROLAMBO-MANANJARY ROAD",collection_record,present,,lake,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97117,false,,
Ptychochromis oligacanthus,-19.916667,48.750000,"SMALL AFFLUENT TRIBUTARY RIVER MANGORO, AT BRIDGE ca. 5 KILOMETERS NORTH ON WAY TO FERRY",collection_record,present,,river,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88094,false,,
Ptychochromis oligacanthus,-19.333333,49.000000,"VATOMANDRY, ON WAY TO MARALAMBO",collection_record,present,,,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88076,false,,
Ptychochromis oligacanthus,-18.166667,49.416667,"TOAMASINA (TAMATAVE) MAIN MARKETPLACE IN TOWN CENTER, CAUGHT NEARBY",collection_record,present,,,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88117,false,,
Ptychochromis oligacanthus,-18.166666,49.383335,Tamatave,collection_record,present,,,exact,1976,Richard Winterbottom,GBIF: SAIAB 15436,false,,
Ptychochromis oligacanthus,-18.149900,49.402300,"Toamasina, fish market",collection_record,present,,,exact,1912,"Kaudern, W",GBIF: NRM 10513,false,,
Ptychochromis oligacanthus,-18.000000,49.416667,BRIDGE OVER CANAL DE PANGALANE ON TOAMASINA (TAMATAVE) TO FENOARIVO (FENERIVE) ROAD ca. 25 KILO- METERS NORTH OF TOAMASINA,collection_record,present,,,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88140,false,,
Ptychochromis oligacanthus,-15.983334,46.250000,"Ambilo, Lake Rosoabe",collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45666,false,,
Ptychochromis oligacanthus,-15.833889,48.713889,"Rivière Mangarahara, 16 km. de Mandritsara",collection_record,present,,river,exact,,Patrick De Rham,GBIF: MHNG MHNG-ICHT-2623.049,false,,
Ptychochromis oligacanthus,-14.800000,50.983333,"NOSY BE, LAKE AMPARIHIBE, SMALL STREAM MOUTH FROM LAKE ANTSIDIHY",collection_record,present,,lake,exact,1988,"B.B. COLLETTE, J. NIELSEN, K. SULAK",GBIF: FishBase AMNH 58491,false,,
Ptychochromis oligacanthus,-13.390000,48.240000,"Nosy Be, Lake Djabala, site B",collection_record,present,,lake,exact,,,GBIF:  FGMV 2002.F-A77,false,,
Ptychochromis oligacanthus,-13.387500,48.243330,"GBIF record at -13.387, 48.243",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI FGMV 2002.F-B03",false,,
Ptychochromis oligacanthus,-13.386940,48.241390,"GBIF record at -13.387, 48.241",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI FGMV 2002.F-A77",false,,
Ptychochromis oligacanthus,-13.385275,48.242447,"Lac De Deux Soures, Nosy Be (southern lake pair (?), or one visible from road",collection_record,present,,lake,exact,,"JS Sparks, KJ Riseng",GBIF: UMMZ 237493,false,,
Ptychochromis oligacanthus,-13.385000,48.241389,"Lac Djabala, Nosy Be",collection_record,present,,lake,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 238462,false,,
Ptychochromis oligacanthus,-13.384720,48.243610,"GBIF record at -13.385, 48.244",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI FGMV 2002.F-B45",false,,
Ptychochromis oligacanthus,-13.380000,48.240000,"Nosy Be, Lake Djabala, site 2",collection_record,present,,lake,exact,,,GBIF:  FGMV 2002.F-B44,false,,
Ptychochromis oligacanthus,-13.332420,48.231030,"GBIF record at -13.332, 48.231",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0760",false,,
Ptychochromis oligacanthus,-13.330000,48.240000,"Nosy Be, Lake Antsahamanavaka",collection_record,present,,lake,exact,,,GBIF:  FGMV 2002.F-B58,false,,
Ptychochromis oligacanthus,-13.330000,48.230000,Antsidia,collection_record,present,,,exact,,,GBIF:  RDR0760,false,,
